Commit Message,predict
This will read version from pyproject.toml,0
Copyright (c) Microsoft Corporation. All rights reserved.,0
Licensed under the MIT License.,0
Making the DetectionImageFolder class available for import from this module,0
Define the allowed image extensions,0
Get image filename and path,0
Load and convert image to RGB,0
Apply transformation if specified,0
TODO: Under development for efficiency improvement,1
Only run recognition on animal detections,0
Get image path and corresponding bbox xyxy for cropping,0
Load and crop image with supervision,0
Apply transformation if specified,0
Copyright (c) Microsoft Corporation. All rights reserved.,0
Licensed under the MIT License.,0
Making the provided classes available for import from this module,0
Convert PIL Image to Torch Tensor,0
Original shape,0
New shape,0
Scale ratio (new / old) and compute padding,0
Resize image,0
Pad image,0
Convert the image to a PyTorch tensor and normalize it,0
Resize and pad the image using a customized letterbox function.,0
Normalization constants,0
Define the sequence of transformations,0
Copyright (c) Microsoft Corporation. All rights reserved.,0
Licensed under the MIT License.,0
!!! Output paths need to be optimized !!!,1
Category filtering,0
if not all([x in exclude_category_ids for x in category]):,0
Category filtering,0
if not all([x in exclude_category_ids for x in category]):,0
if not all([x in exclude_category_ids for x in category_id_list]):,0
Find classifications for this detection,0
Load JSON data from the file,0
Ensure the destination directories exist,0
Process each image detection,0
Check if there is any category '0' with confidence above the threshold,0
Construct the source and destination file paths,0
Copy the file to the appropriate directory,0
Copyright (c) Microsoft Corporation. All rights reserved.,0
Licensed under the MIT License.,0
Copyright (c) Microsoft Corporation. All rights reserved.,0
Licensed under the MIT License.,0
Importing basic libraries,0
Placeholder class-level attributes to be defined in derived classes,0
Copyright (c) Microsoft Corporation. All rights reserved.,0
Licensed under the MIT License.,0
%%,0
Copyright (c) Microsoft Corporation. All rights reserved.,0
Licensed under the MIT License.,0
Importing basic libraries,0
self.predictor.args.device = device # Will uncomment later,0
Creating a DataLoader for batching and parallel processing of the images,0
Normalize the coordinates for timelapse compatibility,0
Copyright (c) Microsoft Corporation. All rights reserved.,0
Licensed under the MIT License.,0
Importing basic libraries,0
Creating a DataLoader for batching and parallel processing of the images,0
Normalize the coordinates for timelapse compatibility,0
backbone,0
"self.cls_dla_up = dla_modules.DLAUp(channels[-3:], scales=scales[:3])",0
bottleneck conv,0
localization head,0
classification head,0
decode_cls = self.cls_dla_up(encode[-3:]),0
clsmap = self.cls_head(decode_cls),0
Assert that the dataset is either 'general' or 'ennedi',0
"checkpoint = load_state_dict_from_url(url, map_location=torch.device(self.device)) # NOTE: This function is not used in the current implementation",0
Load the class names and other metadata from the checkpoint,0
Load the model architecture,0
Load checkpoint into model,0
Remove 'model.' prefix from the state_dict keys if the key starts with 'model.',0
Load the new state_dict,0
Creating a Dataloader for batching and parallel processing of the images,0
Flatten the lists since we know its a single image,0
Calculate the total number of detections,0
Pre-allocate based on total possible detections,0
Loop through each species,0
Get the detections for this species,0
Apply the confidence threshold,0
Fill the preds_array with the valid detections,0
Call the forward method of the model in evaluation mode,0
x = self.fc(x),0
y = self.softmax(self.up(x)),0
patches' height & width,0
unfold on height,0
if non-perfect division on height,0
get the residual patch and add it to the fold,0
unfold on width,0
"if non-perfect division on width, the same",0
reshaping,0
patches' height & width,0
lists of pixels numbers,0
cut into patches to get limits,0
if non-perfect division on height,0
if non-perfect division on width,0
@property,0
def area(self) -> int:,0
''' To get area ''',0
return 1 # always 1 pixel,0
local maxima,0
adaptive threshold for counting,0
negative sample,0
count,0
locations and scores,0
upsample class map,0
softmax,0
cat to heatmap,0
LMDS,0
step 1 - get patches and limits,0
step 2 - inference to get maps,0
step 3 - patch the maps into initial coordinates system,0
(step 4 - upsample),0
outputs = self.model(patch)[0],0
cat,0
Copyright (c) Microsoft Corporation. All rights reserved.,0
Licensed under the MIT License.,0
Image size for the Opossum classifier,0
Class names for prediction,0
"If pretrained, use the provided URL to fetch the weights",0
Copyright (c) Microsoft Corporation. All rights reserved.,0
Licensed under the MIT License.,0
Making the PlainResNetInference class available for import from this module,0
Following the ResNet structure to extract features,0
Initialize the network and weights,0
... [Missing weight URL definition for ResNet18],0
... [Missing weight URL definition for ResNet50],0
Print missing and unused keys for debugging purposes,0
Copyright (c) Microsoft Corporation. All rights reserved.,0
Licensed under the MIT License.,0
Image size for the classifier,0
Copyright (c) Microsoft Corporation. All rights reserved.,0
Licensed under the MIT License.,0
Image size for the Opossum classifier,0
Class names for prediction,0
"If pretrained, use the provided URL to fetch the weights",0
Copyright (c) Microsoft Corporation. All rights reserved.,0
Licensed under the MIT License.,0
Image size for the Opossum classifier,0
Class names for prediction,0
"If pretrained, use the provided URL to fetch the weights",0
Load and set configurations from the YAML file,0
Configuration file for the Sphinx documentation builder.,0
,0
"For the full list of built-in configuration values, see the documentation:",0
https://www.sphinx-doc.org/en/master/usage/configuration.html,0
-- Project information -----------------------------------------------------,0
https://www.sphinx-doc.org/en/master/usage/configuration.html#project-information,0
-- General configuration ---------------------------------------------------,0
https://www.sphinx-doc.org/en/master/usage/configuration.html#general-configuration,0
-- Options for HTML output -------------------------------------------------,0
