Commit Message,predict
coding: utf-8,0
"now that the relevant information has been pulled out of params, it's safe to overwrite it",0
with the content that should be used for training (i.e. with aliases resolved),0
"if there were not multiple boosting rounds configurations provided in params,",0
then by definition they cannot have conflicting values... no need to warn,0
"if all the aliases have the same value, no need to warn",0
"if this line is reached, lightgbm should warn",0
create predictor first,0
setting early stopping via global params should be possible,0
reduce cost for prediction training data,0
process callbacks,0
construct booster,0
start training,0
check evaluation result.,0
"ranking task, split according to groups",0
run preprocessing on the data set if needed,0
"build up 2 maps, of the form:",0
,0
OrderedDict{,0
"(<dataset_name>, <metric_name>): <is_higher_better>",0
},0
,0
OrderedDict{,0
"(<dataset_name>, <metric_name>): list[<metric_value>]",0
},0
,0
turn that into a list of tuples of the form:,0
,0
[,0
"(<dataset_name>, <metric_name>, mean(<values>), <is_higher_better>, std_dev(<values>))",0
],0
setting early stopping via global params should be possible,0
setup callbacks,0
coding: utf-8,0
"scikit-learn is intentionally imported first here,",0
see https://github.com/microsoft/LightGBM/issues/6509,0
dummy function to support older version of scikit-learn,0
"validate_data() was added in scikit-learn 1.6, this function roughly imitates it for older versions.",0
It can be removed when lightgbm's minimum scikit-learn version is at least 1.6.,0
'force_all_finite' was renamed to 'ensure_all_finite' in scikit-learn 1.6,0
"trap other keyword arguments that only work on scikit-learn >=1.6, like 'reset'",0
it's safe to import _num_features unconditionally because:,0
,0
* it was first added in scikit-learn 0.24.2,0
* lightgbm cannot be used with scikit-learn versions older than that,0
* this validate_data() re-implementation will not be called in scikit-learn>=1.6,0
,0
_num_features() raises a TypeError on 1-dimensional input. That's a problem,0
because scikit-learn's 'check_fit1d' estimator check sets that expectation that,0
estimators must raise a ValueError when a 1-dimensional input is passed to fit().,0
,0
"So here, lightgbm avoids calling _num_features() on 1-dimensional inputs.",0
"NOTE: check_X_y() calls check_array() internally, so only need to call one or the other of them here",0
this only needs to be updated at fit() time,0
raise the same error that scikit-learn's `validate_data()` does on scikit-learn>=1.6,0
additional scikit-learn imports only for type hints,0
