Version,Commit Message
v2.5.0,update branch name
v2.5.0,rebuilt site.
v2.5.0,4.0.2 check passing
v2.5.0,update description
v2.5.0,passing on 3.6.2
v2.5.0,working through tests.
v2.5.0,"Merge pull request #1288 from HealthCatalyst/cran_release

Cran release for 2.4"
v2.5.0,removed forcats
v2.5.0,Passing again.
v2.5.0,Rebuilt site :)
v2.5.0,fix test for cran
v2.5.0,updated date
v2.5.0,"Merge pull request #1287 from HealthCatalyst/3.6-fix

Fixed all tests, passing locally."
v2.5.0,changed a test var.
v2.5.0,added data to explore test.
v2.5.0,yml update
v2.5.0,new unnest format
v2.5.0,Warnings not errors.
v2.5.0,small yml
v2.5.0,removed addons
v2.5.0,github...
v2.5.0,moving to binary
v2.5.0,stringi
v2.5.0,added stringr
v2.5.0,add knitr to env build
v2.5.0,Merge branch '3.6-fix' of https://github.com/HealthCatalyst/healthcareai-r into 3.6-fix
v2.5.0,Fixed lintr issue with paths.
v2.5.0,Merge branch 'master' into 3.6-fix
v2.5.0,"Fixed all tests, passing locally."
v2.5.0,"Merge pull request #1286 from HealthCatalyst/3.6-fix

3.6 fix"
v2.5.0,changed ratio to fix one test.
v2.5.0,fixed hopefully.
v2.5.0,all passing 3.5.3 locally
v2.5.0,another test.
v2.5.0,local cran working.
v2.5.0,"tests working, cran failing"
v2.5.0,"Merge pull request #1284 from HealthCatalyst/trav_app

Trav app"
v2.5.0,tests working local.
v2.5.0,Removed appveyor status
v2.5.0,removed appveyor
v2.5.0,no one line
v2.5.0,added secure PAT
v2.5.0,updated error message from recipes
v2.5.0,"Merge pull request #1283 from HealthCatalyst/app_build

2 tests"
v2.5.0,2 tests
v2.5.0,"Merge pull request #1282 from HealthCatalyst/fix_build

broken multiclass tests are fixed"
v2.5.0,broken multiclass tests are fixed
v2.5.0,Bug fixes for 2.3 CRAN
v2.5.0,Fixed a bug with R-dev
v2.5.0,changed maintainer
v2.5.0,add rex
v2.5.0,"Merge pull request #1281 from HealthCatalyst/rex_1280_storecorrectversion

changed packageVersion"
v2.5.0,updated NEWS.md
v2.5.0,changed packageVersion
v2.5.0,"Merge pull request #1279 from HealthCatalyst/max_changes

Max changes"
v2.5.0,updated NEWS.md
v2.5.0,Updated package version and wrote step_dummy
v2.5.0,added tests for coverage
v2.5.0,removed broom dependency in testing
