Version,Commit Message
0.9.0,"Update deploy_pypi.yml

Update to recommended best practices from https://packaging.python.org/en/latest/guides/publishing-package-distribution-releases-using-github-actions-ci-cd-workflows/"
0.9.0,FIX deploy_pypi.yml
0.9.0,Bump version for release
0.9.0,"Merge pull request #564 from tensorly/cleanup-pf2-tolerances

Remove absolute tolerance and make relative tolerance for convergence check consistent with PARAFAC."
0.9.0,"Merge pull request #569 from cohenjer/tl_solvers

moving solvers related code to solvers/* directory, improving fista and nnls_hals (reopened)"
0.9.0,correct missing double escape characters
0.9.0,Fixing documentation
0.9.0,Merge branch 'main' into tl_solvers
0.9.0,"Upgrade Python versions to 3.9–3.13 (#576)

* Upgrade python versions

* pyupgrade recommendations

* Stick with py 3.12 for now

* py 3.13 is now out"
0.9.0,black linting
0.9.0,Merge branch 'main' into tl_solvers
0.9.0,Moving proximal operators back to tenalg
0.9.0,"Merge pull request #575 from characat0/patch-2

Add dummy keyword arguments to Backend svd to throw a more informative error"
0.9.0,Update Gtihub action badge to point to main branch
0.9.0,"Merge pull request #574 from characat0/patch-1

Fix f-string In backend error message"
0.9.0,Take absolute value of error difference
0.9.0,"[Paddle] Update index.html and pyramid png (#573)

* update Paddle backend in index.html

* update pyramid png

* remove redundant whitespaces

* simplify  paddle url to be consistent with other tools"
0.9.0,Update core.py
0.9.0,Update __init__.py
0.9.0,Update __init__.py
0.9.0,Update __init__.py
0.9.0,adding __init__.py to solvers
0.9.0,"Virtually all tests working across backends (#572)

It turns out that we weren't fully using the experimental NumPy interface within Tensorflow. With that enabled, and a couple other minor changes, virtually all the tests can be enabled across backends. As far as I can tell, the JAX and CuPy tests that were skipped already worked.

test_tensor_train_cross_3() still doesn't work, but I believe it is a problem with the method. A tensor is being indexed with an empty mask.

active_set_nnls() also still doesn't work. I think this is an issue with our approach for enabling item assignment. It looks like the X.assign() approach is deprecated, and we should be doing something with ""gather"" methods."
0.9.0,Merge branch 'main' into cleanup-pf2-tolerances
0.9.0,"Merge pull request #565 from HydrogenSulfate/add_paddle_backend

[Paddle] Add paddle backend"
0.9.0,Fix typing for older Python
0.9.0,Add typing to parafac2()
0.9.0,remove extra preprocessing of 'sum' and remove 'max' to registering code
0.9.0,use stable release version instead of develop version
0.9.0,simplify paddle backend code
0.9.0,manually install setuptools after paddle installation
0.9.0,remove 'python -m' for tidy code
0.9.0,add paddle test config in test.yml
0.9.0,merge backend test code into original function and remove useless regression paddle test
0.9.0,remove redundant printing code
0.9.0,remove redundant printing code
0.9.0,fix lstsq behavior and remove the last skip_paddle
0.9.0,delete doc/sphinx_ext
0.9.0,"set default place to cpu and fix index_update code

Signed-off-by: HydrogenSulfate <490868991@qq.com>"
0.9.0,Merge branch 'main' into add_paddle_backend
0.9.0,"Merge pull request #567 from meyer-lab/always-build-docs

Fix the documentation building and remove the last reference to mxnet."
0.9.0,reverting revert of #566
0.9.0,spelling correction from @aarmey
0.9.0,Merge branch 'main' into tl_solvers
0.9.0,removing tenalg/proximal.py
0.9.0,Merge branch 'tl_solvers' of github.com:cohenjer/tensorly into tl_solvers
0.9.0,"Removing proximal.py file, moved to solvers/*"
0.9.0,"Merge pull request #568 from tensorly/revert-550-tl_solvers

Revert ""moving solvers related code to solvers/* directory, improving fista and nnls_hals"""
0.9.0,"Revert ""moving solvers related code to solvers/* directory, improving fista and nnls_hals"""
0.9.0,update skip_paddle
0.9.0,Merge branch 'main' into add_paddle_backend
0.9.0,assure assign value is contiguous tensor in index_update
0.9.0,"Remove mxnet, linting"
0.9.0,Remove numpydoc code
0.9.0,Remove code included of sphinx-gallery
0.9.0,Resolve invalid escape sequence warning
0.9.0,Upgrade matplotlib
0.9.0,Pin NumPy version to before 2.0
0.9.0,"Switch docs building to always, upgrade Python"
0.9.0,"Merge pull request #550 from cohenjer/tl_solvers

moving solvers related code to solvers/* directory, improving fista and nnls_hals"
0.9.0,Spelling correction.
0.9.0,"Add checks for data structure and rank feasibility in PARAFAC2

Fixes #528 (#566)"
0.9.0,add paddle in related documents
0.9.0,changes of the rest of files by black
0.9.0,support paddle backend in tensorly
0.9.0,Merge branch 'main' into cleanup-pf2-tolerances
0.9.0,Remove abs_tol argument in Pf2
0.9.0,correct bug in tensorflow solve
0.9.0,black linting
0.9.0,adding context to diag tensor in smooth prox
0.9.0,adding runtime error if constraint does not match
0.9.0,black linting
0.9.0,correcting type error in smoothness test
0.9.0,Merge branch 'main' into tl_solvers
0.9.0,"Merge pull request #252 from merajhashemi/mh-reg

Support multi-dimensional output for CP regression"
0.9.0,Replace numpy methods with Tensorly equivalent
0.9.0,Remove python_version from requirements.txt
0.9.0,Update test
0.9.0,Apply black
0.9.0,"Merge remote-tracking branch 'upstream/main' into mh-reg

# Conflicts:
#	tensorly/regression/cp_regression.py"
0.9.0,"Revert ""Update cp_regression.py""

This reverts commit 2dcee4036dca09274f3fb1d1fdd4de079995378d."
0.9.0,Merge branch 'main' into tl_solvers
0.9.0,correcting bug
0.9.0,black linting
0.9.0,updating 0 to 0.0
0.9.0,adding test description for test_penalizations
0.9.0,Adding description to tests for nnls solvers
0.9.0,rework validate_constraints
0.9.0,adding admm test description
0.9.0,"Merge pull request #551 from cohenjer/normalize_tucker

add normalization method to tucker_tensor class (similar to cp_tensor)"
0.9.0,typo correction in docstring
0.9.0,black linting
0.9.0,removing superflu code for sparsity and ridge preprocessing
0.9.0,updating documentation
0.9.0,add normalization method to tucker_tensor class (similar to cp_tensor)
0.9.0,black linting and more int to float conversion
0.9.0,changing int arrays to floats in proximal tests for Tensorflow
0.9.0,"Merge pull request #549 from tensorly/kr-speed

Provide faster implementation of the MTTKRP
Update Github actions to avoid Node.js deprecation"
0.9.0,black linting one more file
0.9.0,black linting
0.9.0,correcting nnls call to match new output signature
0.9.0,Fix formatting with current black version
0.9.0,Upgrade Github actions runners
0.9.0,removing tests for tenalg/proximal
0.9.0,"Mark test failure, black format"
0.9.0,adding back tenalg/proximal for easier code review
0.9.0,moving solvers related code to solver/ directory and updating imports
0.9.0,Clean up test_cp_vonneumann_entropy_mixed_state()
0.9.0,Provide faster implementation of kr
0.9.0,"Merge pull request #538 from braun-steven/main

Fix torch tensor creation to preserve dtype and device."
0.9.0,"Update test_proximal.py

Making a trivial change to rebuild the tests."
0.9.0,"Merge pull request #548 from FBen3/add_missing_makefile_targets

Add missing targets to .PHONY directive"
0.9.0,Add missing targets to .PHONY directive
0.9.0,"Merge pull request #511 from OsmanMalik/master

Add randomized sampling-based ALS method for tensor ring decomposition"
0.9.0,"Start testing Python 3.12 and resolve JAX deprecation (#540)

* Upgrade python

* Update test.yml

---------

Co-authored-by: Aaron Meyer <git@asmlab.org>"
0.9.0,Apply updated black
0.9.0,Merge branch 'tensorly:main' into master
0.9.0,"Split TR files based on main algorithm

Split TR decomposition and testing files based on type of algorithm (SVD or ALS)."
0.9.0,"Simplify proximal operator code (#534)

Loops could be removed through vectorized indexing. Also, no need to keep track of the passive and active indices because these are complementary."
0.9.0,"Merge pull request #533 from meyer-lab/rm-mxnet

Remove mxnet entirely, as the project has been halted and archived."
0.9.0,"Merge pull request #539 from meyer-lab/cross-product

Avoid large concatenation within PARAFAC2 upon SVD initialization"
0.9.0,Add information about cross-product to the docstring
0.9.0,Fix bug with handling of function output
0.9.0,Merge branch 'tensorly:main' into master
0.9.0,Simplify torch tensor creation
0.9.0,Remove unnecessary torch.tensor call
0.9.0,"Merge pull request #535 from meyer-lab/fix-pf2

Small fixes in NN PARAFAC/PARAFAC2"
0.9.0,"Add max rank argument to svd_compress_tensor_slices (#536)

* Add max rank argument

* Fix variable typo"
0.9.0,Fix failing test cases
0.9.0,Format tensorflow_backend.py
0.9.0,Make dtype tensor init test for all backends
0.9.0,"Fix TF dtype/device tensor init

See also: #537"
0.9.0,"Fix missing tensor contexts

See also: #538"
0.9.0,"Add torch tests for tensor init dtype fix

See also: #538"
0.9.0,Looser tolerance for PyTorch
0.9.0,Done
0.9.0,Fix tests that previously assumed float32
0.9.0,Merge branch 'main' of github.com:braun-steven/tensorly
0.9.0,"Fix torch tensor creation dtype/device

The previous implementation simply took the input data and forced it to
be on the given device (`cpu` default) with the given dtype (`float32`
default).

This lead to `tl.tensor(torch.zeros(1, device=""cuda:0""))` creating a
float32 tensor on `cpu` while the expected behavior should be an
int32 tensor on `cuda:0`.

Resolves: #537"
0.9.0,"Fix torch tensor creation dtype/device

The previous implementation simply took the input data and forced it to
be on the given device (`cpu` default) with the given dtype (`float32`
default).

This lead to `tl.tensor(torch.zeros(1, device=""cuda:0""))` creating a
float32 tensor on `cpu` while the expected behavior should be an
int32 tensor on `cuda:0`.

Resolves: #537"
0.9.0,Fix context handling
0.9.0,Fix pf2 initialization
0.9.0,"Merge pull request #532 from meyer-lab/backend-deps

Fully deprecate mxnet"
0.9.0,Remove mxnet
0.9.0,Deprecate mxnet
0.9.0,"Merge pull request #525 from meyer-lab/pf2-linesearch

Bro's line search for PARAFAC2"
0.9.0,Fix black formatting
0.9.0,Fix _BroThesisLineSearch import
0.9.0,Last edits
0.9.0,"Update tensorly/decomposition/_parafac2.py

Co-authored-by: Marie Roald <roald.marie@gmail.com>"
0.9.0,"Update tensorly/decomposition/tests/test_parafac2.py

Co-authored-by: Marie Roald <roald.marie@gmail.com>"
0.9.0,Add second docstring
0.9.0,Black formatting
0.9.0,Add first docstring
0.9.0,Merge branch 'main' into pf2-linesearch
0.9.0,"Apply Marie's suggestions

Co-authored-by: Marie Roald <roald.marie@gmail.com>"
0.9.0,"Merge pull request #530 from MarieRoald/parafac2-compression

SVD compression of PARAFAC2"
0.9.0,"Add SVD compression for PARAFAC2

Co-authored-by: Yngve Mardal Moe <yngve.m.moe@gmail.com>"
0.9.0,"Fix typo and improve test parametrisation

Co-authored-by: Yngve Mardal Moe <yngve.m.moe@gmail.com>"
0.9.0,Basic structure for separating line search
0.9.0,"Update tensorly/decomposition/_parafac2.py

Co-authored-by: Marie Roald <roald.marie@gmail.com>"
0.9.0,Fixes based on MarieRoald review
0.9.0,"Merge pull request #517 from meyer-lab/fix-nnsvd-returns

Also provide H back from make_svd_non_negative()"
0.9.0,Fix mxnet context of S
0.9.0,Fix and test svd shapes
0.9.0,Fix typo in error comparison
0.9.0,Fix that we need to reproject within the line search
0.9.0,Implemented
0.9.0,"Merge pull request #524 from meyer-lab/pf2-avoid-reproject

PARAFAC2: Avoid reprojection of X during the error calculation"
0.9.0,Add test of function computing leverage scores
0.9.0,"Move function for calculating leverage scores

Also:
- Rename function for calculating leverage scores.
- Add reference to paper on leverage scores.
- Fix bug in how num_rank is computed."
0.9.0,Avoid reprojection of X during error calculation
0.9.0,"Merge pull request #505 from JeanKossaifi/main

Default on math.pi"
0.9.0,"Merge pull request #519 from hello-fri-end/fixInitializeTucker

Fix initialize_tucker"
0.9.0,Fixed linting errors with black
0.9.0,"Merge pull request #514 from SauravMaheshkar/saurav/ci-pip-cache

Doc: adds `pip` caching to CI"
0.9.0,Merge branch 'main' into saurav/ci-pip-cache
0.9.0,"refactor(ci): organise pip cache

Signed-off-by: Saurav Maheshkar <sauravvmaheshkar@gmail.com>"
0.9.0,fixed the shape of core and factors when init==random in intialize_tucker and updated the test of partial_tucker to pass init==random when testting randomstate
0.9.0,"Merge pull request #513 from meyer-lab/fix-exports-plsr-perf

Miscellaneous housekeeping improvements"
0.9.0,Break out return values
0.9.0,Also provide H back
0.9.0,feat: add pip caching to CI
0.9.0,Fix YAML
0.9.0,Upgrade to Python 3.10 by default
0.9.0,Other fixes
0.9.0,Loosen tensor-train assertion
0.9.0,"Merge pull request #508 from Kiord/main

Documentation update for svd missing values imputation"
0.9.0,"Add option for uniform sampling

New parameter allows for uniform sampling to be used instead of leverage score sampling."
0.9.0,"Add randomized tensor ring decomposition

Add the randomized sampling-based ALS method for tensor ring decomposition proposed in O. A. Malik, S. Becker, ""A Sampling-Based Method for Tensor Ring Decomposition"", Proceedings of the 38th International Conference on Machine Learning (ICML), PMLR 139:7400-7411, 2021."
0.9.0,typo
0.9.0,"Documentation cues for imputation with svd, and added a condition to perform matrix masking"
0.9.0,Fix CMTF test
0.9.0,Fix black linting
0.9.0,Fix occasional torch error
0.9.0,Black lint
0.9.0,Testing adjustments
0.9.0,Black formatting
0.9.0,Fix pytorch
0.9.0,Fix Jax
0.9.0,"PLSR much faster, and pass-through of lstsq"
0.9.0,Fix exports and improve PLSR performance
0.9.0,"Fixed svd_flip() when used on GPU w/ PyTorch backend (#504)

* 503: Fixed svd_flip() when used on GPU w/ PyTorch backend

* Update svd.py

Added context instead of just device

---------

Co-authored-by: Jean Kossaifi <jean.kossaifi@gmail.com>"
0.9.0,Use math.pi by default
0.9.0,Cosmetic
0.9.0,"Merge pull request #501 from OsmanMalik/master

Add ALS-based method for tensor ring decomposition"
0.9.0,Modify code to use matricize
0.9.0,"More efficient error calculation in PARAFAC2 through inner product (#502)

* More efficient error calculation

* Fix transpose

* Fix test

* Black formatting

* Add docstring

---------

Co-authored-by: Aaron Meyer <git@asmlab.org>"
0.9.0,"Add ALS-based method for tensor ring decomposition

- Add function for tensor ring decomposition via ALS

- Add class wrapper for said function

- Add tests for new functionality"
0.9.0,Update setup to distribute data
0.9.0,"Move choices about Khatri-Rao to tenalg backend (#495)

* Removing kr() from backends

* Black formatting

* Fix jax

* Rework based on feedback

* Remove unused

* Remove unused

* Various last edits

* Grammar fix

---------

Co-authored-by: Aaron Meyer <git@asmlab.org>"
0.9.0,"Remove padding in Pf2 (#496)

* Avoid padding in parafac2

* Fix typing if tensor is passed to Pf2

---------

Co-authored-by: Aaron Meyer <git@asmlab.org>"
0.9.0,Fix typos in documentation
0.9.0,"Merge pull request #494 from meyer-lab/depracations

Add mxnet warning and remove old deprecations"
0.9.0,"Fix CP Partial Least Square (#492)

* Amendment in the functions

* Add more tests

* Black formatting

* Skip transform test on tensorflow

* Some changes for the review

* Adjustments to help with solving speed

* Separate R2 score; make X_r2 and Y_r2 as new attributes

* Avoid creating CPTensor() overhead; remove redundant reshape

* Update tensorly/metrics/tests/test_regression.py

Co-authored-by: Jean Kossaifi <jean.kossaifi@gmail.com>

* Incorporate outer, fix randn call

* More tl.tenalg.outer; used mean-centered tensor

* Some fixes on R2 definitions

* Make a dedicated score function to avoid copying X and Y

* Black formatting

---------

Co-authored-by: Aaron Meyer <ameyer@ucla.edu>
Co-authored-by: Aaron Meyer <2065146+aarmey@users.noreply.github.com>
Co-authored-by: Jean Kossaifi <jean.kossaifi@gmail.com>"
0.9.0,Fix a couple stray references
0.9.0,Remove tensor train deprecations
