Version,Commit Message
release-0.8.40,from Cython.Distutils import build_ext
release-0.8.40,"Import numpy here, only when headers are needed"
release-0.8.40,Add numpy headers to include_dirs
release-0.8.40,Call original build_ext command
release-0.8.40,The dependencies are the same as the contents of requirements.txt
release-0.8.40,"A little ""fancy"" we select from the flattened array reshape back"
release-0.8.40,(Fortran format to get indexing right) and take the product to do an and
release-0.8.40,then convert back to boolean type.
release-0.8.40,Density sparseness is not well defined if there are no
release-0.8.40,internal edges (as per the referenced paper). However
release-0.8.40,MATLAB code from the original authors simply selects the
release-0.8.40,largest of *all* the edges in the case that there are
release-0.8.40,"no internal edges, so we do the same here"
release-0.8.40,"If there are any internal edges, then subselect them out"
release-0.8.40,If there are no internal edges then we want to take the
release-0.8.40,"max over all the edges that exist in the MST, so we simply"
release-0.8.40,do nothing and return all the edges in the MST.
release-0.8.40,-*- coding: utf-8 -*-
release-0.8.40,Author: Leland McInnes <leland.mcinnes@gmail.com>
release-0.8.40,Steve Astels <sastels@gmail.com>
release-0.8.40,John Healy <jchealy@gmail.com>
release-0.8.40,
release-0.8.40,License: BSD 3 clause
release-0.8.40,"Treating this case explicitly, instead of letting"
release-0.8.40,"sklearn.metrics.pairwise_distances handle it,"
release-0.8.40,enables the usage of numpy.inf in the distance
release-0.8.40,matrix to indicate missing distance information.
release-0.8.40,TODO: Check if copying is necessary
release-0.8.40,raise TypeError('Sparse distance matrices not yet supported')
release-0.8.40,Warn if the MST couldn't be constructed around the missing distances
release-0.8.40,mst_linkage_core does not generate a full minimal spanning tree
release-0.8.40,If a tree is required then we must build the edges from the information
release-0.8.40,returned by mst_linkage_core (i.e. just the order of points to be merged)
release-0.8.40,Sort edges of the min_spanning_tree by weight
release-0.8.40,Convert edge list into standard hierarchical clustering format
release-0.8.40,Check for connected component on X
release-0.8.40,Compute sparse mutual reachability graph
release-0.8.40,"if max_dist > 0, max distance to use when the reachability is infinite"
release-0.8.40,Check connected component on mutual reachability
release-0.8.40,"If more than one component, it means that even if the distance matrix X"
release-0.8.40,"has one component, there exists with less than `min_samples` neighbors"
release-0.8.40,Compute the minimum spanning tree for the sparse graph
release-0.8.40,Convert the graph to scipy cluster array format
release-0.8.40,Sort edges of the min_spanning_tree by weight
release-0.8.40,Convert edge list into standard hierarchical clustering format
release-0.8.40,The Cython routines used require contiguous arrays
release-0.8.40,TO DO: Deal with p for minkowski appropriately
release-0.8.40,Get distance to kth nearest neighbour
release-0.8.40,Mutual reachability distance is implicit in mst_linkage_core_vector
release-0.8.40,Sort edges of the min_spanning_tree by weight
release-0.8.40,Convert edge list into standard hierarchical clustering format
release-0.8.40,The Cython routines used require contiguous arrays
release-0.8.40,Get distance to kth nearest neighbour
release-0.8.40,Mutual reachability distance is implicit in mst_linkage_core_vector
release-0.8.40,Sort edges of the min_spanning_tree by weight
release-0.8.40,Convert edge list into standard hierarchical clustering format
release-0.8.40,Sort edges of the min_spanning_tree by weight
release-0.8.40,Convert edge list into standard hierarchical clustering format
release-0.8.40,Sort edges of the min_spanning_tree by weight
release-0.8.40,Convert edge list into standard hierarchical clustering format
release-0.8.40,Checks input and converts to an nd-array where possible
release-0.8.40,"Only non-sparse, precomputed distance matrices are handled here"
release-0.8.40,and thereby allowed to contain numpy.inf for missing distances
release-0.8.40,Python 2 and 3 compliant string_type checking
release-0.8.40,We can't do much with sparse matrices ...
release-0.8.40,TO DO: Need heuristic to decide when to go to boruvka;
release-0.8.40,still debugging for now
release-0.8.40,TO DO: Need heuristic to decide when to go to boruvka;
release-0.8.40,still debugging for now
release-0.8.40,Inherits from sklearn
release-0.8.40,Non-precomputed matrices may contain non-finite values.
release-0.8.40,Rows with these values
release-0.8.40,Pass only the purely finite indices into hdbscan
release-0.8.40,We will later assign all non-finite points to the background -1 cluster
release-0.8.40,Handle sparse precomputed distance matrices separately
release-0.8.40,"Only non-sparse, precomputed distance matrices are allowed"
release-0.8.40,to have numpy.inf values indicating missing distances
release-0.8.40,"prediction data only applies to the persistent model, so remove"
release-0.8.40,it from the keyword args we pass on the the function
release-0.8.40,remap indices to align with original data in the case of non-finite entries.
release-0.8.40,"Unltimately, for each Ci, we only require the"
release-0.8.40,"minimum of DSPC(Ci, Cj) over all Cj != Ci."
release-0.8.40,"So let's call this value DSPC_wrt(Ci), i.e."
release-0.8.40,density separation 'with respect to' Ci.
release-0.8.40,If exactly one of the points is noise
release-0.8.40,Set the density sparseness of the cluster
release-0.8.40,to the sparsest value seen so far.
release-0.8.40,Check whether density separations with
release-0.8.40,respect to each of these clusters can
release-0.8.40,be reduced.
release-0.8.40,"In case min_outlier_sep is still np.inf, we assign a new value to it."
release-0.8.40,This only makes sense if num_clusters = 1 since it has turned out
release-0.8.40,that the MR-MST has no edges between a noise point and a core point.
release-0.8.40,DSPC_wrt[Ci] might be infinite if the connected component for Ci is
release-0.8.40,"an ""island"" in the MR-MST. Whereas for other clusters Cj and Ck, the"
release-0.8.40,MR-MST might contain an edge with one point in Cj and ther other one
release-0.8.40,"in Ck. Here, we replace the infinite density separation of Ci by"
release-0.8.40,another large enough value.
release-0.8.40,
release-0.8.40,TODO: Think of a better yet efficient way to handle this.
release-0.8.40,Extract flat clustering from HDBSCAN's hierarchy for 7 clusters
release-0.8.40,Use a previously initialized/trained HDBSCAN
release-0.8.40,Handle the trivial case first.
release-0.8.40,Always generate prediction_data to avoid later woes
release-0.8.40,This will later be chosen according to n_clusters
release-0.8.40,Initialize and train clusterer if one was not previously supplied.
release-0.8.40,Always generate prediction data
release-0.8.40,We do not pass cluster_selection_epsilon here.
release-0.8.40,"While this adds unnecessary computation, it makes the code"
release-0.8.40,easier to read and debug.
release-0.8.40,"Train on 'X'. Do this even if the supplied clusterer was trained,"
release-0.8.40,because we want to make sure it fits 'X'.
release-0.8.40,"Pick an epsilon value right after a split produces n_clusters,"
release-0.8.40,and the don't split further for smaller epsilon (larger lambda)
release-0.8.40,Or use the specified cluster_selection_epsilon
release-0.8.40,"Extract tree related stuff, in order to re-assign labels"
release-0.8.40,Get labels according to the required cluster_selection_epsilon
release-0.8.40,Reflect the related changes in HDBSCAN.
release-0.8.40,PredictionData attached to HDBSCAN should also change.
release-0.8.40,A function re_init is defined in this module to handle this.
release-0.8.40,"From a fitted HDBSCAN model, predict for n_clusters=5"
release-0.8.40,Store prediciton data for later use.
release-0.8.40,and use this prediction data to predict on new points
release-0.8.40,Get number of fitted clusters for later use.
release-0.8.40,We'll need the condensed tree later...
release-0.8.40,"If none of the three arguments: prediction_data, n_clusters,"
release-0.8.40,"and cluster_selection_epsilon are supplied,"
release-0.8.40,then use clusterer's prediciton data directly
release-0.8.40,"If either of n_clusters or cluster_selection_epsilon were supplied,"
release-0.8.40,then build prediction data from these by modifying clusterer's
release-0.8.40,Get prediction data from clusterer
release-0.8.40,Modify prediction_data to reflect new n_clusters
release-0.8.40,"First, make a copy of prediction data to avoid modifying source"
release-0.8.40,Cluster selection method is hold by condensed_tree.
release-0.8.40,Change from 'eom' to 'leaf' if n_clusters is too large.
release-0.8.40,This change does not affect the tree associated with 'clusterer'
release-0.8.40,Re-initialize prediction_data for the specified n_clusters or epsilon
release-0.8.40,============================================================
release-0.8.40,Now we're ready to use prediction_data
release-0.8.40,"The rest of the code is copied from HDBSCAN's approximate_predict,"
release-0.8.40,but modified to use prediction_data instead of clusterer's attribute
release-0.8.40,Extract condensed tree for later use
release-0.8.40,Choose flat clustering based on cluster_selection_epsilon or n_clusters.
release-0.8.40,"If neither is specified, use clusterer's cluster_selection_epsilon"
release-0.8.40,Use the same prediction_data as clusterer's
release-0.8.40,Compute cluster_selection_epsilon so that a flat clustering
release-0.8.40,produces a specified number of n_clusters
release-0.8.40,"With method 'eom', we may fail to get 'n_clusters' clusters. So,"
release-0.8.40,Create another instance of prediction_data that is consistent
release-0.8.40,with the selected value of epsilon.
release-0.8.40,Flat clustering from prediction data
release-0.8.40,Initialize probabilities
release-0.8.40,k-NN for prediciton points to training set
release-0.8.40,Loop over prediction points to compute probabilities
release-0.8.40,We need to find where in the tree the new point would go
release-0.8.40,for the purposes of outlier membership approximation
release-0.8.40,"Find row in tree where nearest neighbor drops out,"
release-0.8.40,so we can get a lambda value for the nearest neighbor
release-0.8.40,"Assign lambda as min(lambda-to-neighbor, neighbor's-lambda-to-tree)"
release-0.8.40,"Equivalently, this assigns core distance for prediction point as"
release-0.8.40,"max(dist-to-neighbor, neighbor's-dist-to-tree)"
release-0.8.40,Probabilities based on distance to closest exemplar in each cluster:
release-0.8.40,Use new prediction_data that points to exemplars that are specific
release-0.8.40,to the choice of n_clusters
release-0.8.40,Probabilities based on how long the nearest exemplar persists in
release-0.8.40,each cluster (with respect to most persistent exemplar)
release-0.8.40,Use new clusters that are defined by the choice of n_clusters.
release-0.8.40,Merge the two probabilities to produce a single set of probabilities
release-0.8.40,Include probability that the nearest neighbor belongs to a cluster
release-0.8.40,Rename variable so it's easy to understand what's being returned
release-0.8.40,Extract condensed tree for later use
release-0.8.40,Choose flat clustering based on cluster_selection_epsilon or n_clusters.
release-0.8.40,"If neither is specified, use clusterer's cluster_selection_epsilon"
release-0.8.40,Use the same prediction_data as clusterer's
release-0.8.40,Compute cluster_selection_epsilon so that a flat clustering
release-0.8.40,produces a specified number of n_clusters
release-0.8.40,"With method 'eom', we may fail to get 'n_clusters' clusters. So,"
release-0.8.40,Create another instance of prediction_data that is consistent
release-0.8.40,with the selected value of epsilon.
release-0.8.40,Flat clustering at the chosen epsilon from prediction_data
release-0.8.40,"When no clusters found, return array of 0's"
release-0.8.40,Probabilities based on distance to closest exemplar in each cluster:
release-0.8.40,Use new prediction_data that points to exemplars that are specific
release-0.8.40,to the choice of n_clusters
release-0.8.40,Probabilities based on how long the point persists in
release-0.8.40,each cluster (with respect to most persistent exemplar)
release-0.8.40,Use new clusters that are defined by the choice of n_clusters.
release-0.8.40,Include probability that the point belongs to a cluster
release-0.8.40,Aggregate the three probabilities to produce membership vectors
release-0.8.40,Re-name variable to clarify what's being returned.
release-0.8.40,"With method 'eom', max clusters are produced for epsilon=0,"
release-0.8.40,as computed by
release-0.8.40,Increasing epsilon can only reduce the number of ouput clusters.
release-0.8.40,"To select epsilon, consider all values where clusters are split"
release-0.8.40,Subtract the extra e-12 to avoid numerical errors in comparison
release-0.8.40,"Then, we avoid splitting for all epsilon below this."
release-0.8.40,Use an epsilon value that produces the right number of clusters.
release-0.8.40,The condensed tree of HDBSCAN has this information.
release-0.8.40,Extract the lambda levels (=1/distance) from the condensed tree
release-0.8.40,We don't want values that produce a large cluster and
release-0.8.40,just one or two individual points.
release-0.8.40,Keep only those lambda values corresponding to cluster separation;
release-0.8.40,"i.e., with child_sizes > 1"
release-0.8.40,"Get the unique values, because when two clusters fall out of one,"
release-0.8.40,the entry with lambda is repeated.
release-0.8.40,lambda values are sorted by np.unique.
release-0.8.40,"Now, get epsilon (distance threshold) as 1/lambda"
release-0.8.40,"At this epsilon, n_clusters have been split."
release-0.8.40,Stop splits at epsilons smaller than this.
release-0.8.40,"To allow for numerical errors,"
release-0.8.40,predData must be a pre-trained PredictionData instance from hdbscan
release-0.8.40,"If n_clusters is specified, compute cluster_selection_epsilon;"
release-0.8.40,This is the key modification:
release-0.8.40,Select clusters according to selection method and epsilon.
release-0.8.40,_new_select_clusters is a modification of get_clusters
release-0.8.40,from hdbscan._hdbscan_tree
release-0.8.40,"raw tree, used later to get exemplars and lambda values"
release-0.8.40,"Re-do the cluster map: Map cluster numbers in tree (N, N+1, ..)"
release-0.8.40,to the cluster labels produced as output
release-0.8.40,Re-compute lambdas and exemplars for selected clusters;
release-0.8.40,max_lambda <=> smallest distance <=> most persistent point(s)
release-0.8.40,Map all sub-clusters of selected cluster to the selected cluster's
release-0.8.40,label in output.
release-0.8.40,Map lambdas too...
release-0.8.40,Create set of exemplar points for later use.
release-0.8.40,Novel points are assigned based on cluster of closest exemplar.
release-0.8.40,"For each selected cluster, get all of its leaves,"
release-0.8.40,"and leaves of leaves, and so on..."
release-0.8.40,Largest lambda => Most persistent points
release-0.8.40,Get the most persistent points
release-0.8.40,Add most persistent points as exemplars
release-0.8.40,Add exemplars for each leaf of each selected cluster.
release-0.8.40,(exclude root)
release-0.8.40,-*- coding: utf-8 -*-
release-0.8.40,Author: Leland McInnes <leland.mcinnes@gmail.com>
release-0.8.40,
release-0.8.40,License: BSD 3 clause
release-0.8.40,"Return the only cluster, the root"
release-0.8.40,We want to get the x and y coordinates for the start of each cluster
release-0.8.40,"Initialize the leaves, since we know where they go, the iterate"
release-0.8.40,"through everything from the leaves back, setting coords as we go"
release-0.8.40,"We use bars to plot the 'icicles', so we need to generate centers, tops,"
release-0.8.40,bottoms and widths for each rectangle. We can go through each cluster
release-0.8.40,and do this for each in turn.
release-0.8.40,Ensure we don't try to take log of zero
release-0.8.40,Finally we need the horizontal lines that occur at cluster splits.
release-0.8.40,"for xs, ys in zip(plot_data['line_xs'], plot_data['line_ys']):"
release-0.8.40,"axis.plot(xs, ys, color='black', linewidth=1)"
release-0.8.40,Extract the chosen cluster bounds. If enough duplicate data points exist in the
release-0.8.40,data the lambda value might be infinite. This breaks labeling and highlighting
release-0.8.40,the chosen clusters.
release-0.8.40,Extract the plot range of the y-axis and set default center and height values for ellipses.
release-0.8.40,Extremly dense clusters might result in near infinite lambda values. Setting max_height
release-0.8.40,based on the percentile should alleviate the impact on plotting.
release-0.8.40,Set center and height to default values if necessary
release-0.8.40,Ensure the ellipse is visible
release-0.8.40,Get a 2D projection; if we have a lot of dimensions use PCA first
release-0.8.40,Use PCA to get down to 32 dimension
release-0.8.40,"node_desat=None,"
release-0.8.40,Extract node color data
release-0.8.40,Extract edge color data
release-0.8.40,Compute or extract layout
release-0.8.40,Add edges
release-0.8.40,Add FLASC features
release-0.8.40,Add raw data features
release-0.8.40,-*- coding: utf-8 -*-
release-0.8.40,Author: Leland McInnes <leland.mcinnes@gmail.com>
release-0.8.40,
release-0.8.40,License: BSD 3 clause
release-0.8.40,The Cython routines used require contiguous arrays
release-0.8.40,The Cython routines used require contiguous arrays
release-0.8.40,We can't do much with sparse matrices ...
release-0.8.40,Need heuristic to decide when to go to boruvka;
release-0.8.40,still debugging for now
release-0.8.40,Need heuristic to decide when to go to boruvka;
release-0.8.40,still debugging for now
release-0.8.40,Support various prediction methods for predicting cluster membership
release-0.8.40,of new or unseen points. There are several ways to interpret how
release-0.8.40,"to do this correctly, so we provide several methods for"
release-0.8.40,the different use cases that may arise.
release-0.8.40,raw_condensed_tree = condensed_tree.to_numpy()
release-0.8.40,New point departs with the old
