Version,Commit Message
0.9.0,from slimit import minify
0.9.0,Ignore already minified files
0.9.0,Ignore already minified files
0.9.0,!/usr/bin/env python3
0.9.0,
0.9.0,tensorly documentation build configuration file
0.9.0,
0.9.0,This file is execfile()d with the current directory set to its
0.9.0,containing dir.
0.9.0,
0.9.0,Note that not all possible configuration values are present in this
0.9.0,autogenerated file.
0.9.0,
0.9.0,All configuration values have a default; values that are commented out
0.9.0,serve to show the default.
0.9.0,"If extensions (or modules to document with autodoc) are in another directory,"
0.9.0,add these directories to sys.path here. If the directory is relative to the
0.9.0,"documentation root, use os.path.abspath to make it absolute, like shown here."
0.9.0,"sys.path.insert(0, os.path.abspath('sphinx_ext'))"
0.9.0,-- General configuration ------------------------------------------------
0.9.0,"If your documentation needs a minimal Sphinx version, state it here."
0.9.0,needs_sphinx = '1.0'
0.9.0,"Add any Sphinx extension module names here, as strings. They can be"
0.9.0,extensions coming with Sphinx (named 'sphinx.ext.*') or your custom
0.9.0,ones.
0.9.0,"'sphinx.ext.imgmath',"
0.9.0,path to your examples scripts
0.9.0,path where to save gallery generated examples
0.9.0,"Add any paths that contain templates here, relative to this directory."
0.9.0,generate autosummary even if no references
0.9.0,The suffix(es) of source filenames.
0.9.0,You can specify multiple suffix as a list of string:
0.9.0,"source_suffix = ['.rst', '.md']"
0.9.0,The encoding of source files.
0.9.0,source_encoding = 'utf-8-sig'
0.9.0,The master toctree document.
0.9.0,General information about the project.
0.9.0,"The version info for the project you're documenting, acts as replacement for"
0.9.0,"|version| and |release|, also used in various other places throughout the"
0.9.0,built documents.
0.9.0,
0.9.0,The short X.Y version.
0.9.0,version = '0.1'
0.9.0,"The full version, including alpha/beta/rc tags."
0.9.0,release = ''
0.9.0,The language for content autogenerated by Sphinx. Refer to documentation
0.9.0,for a list of supported languages.
0.9.0,
0.9.0,This is also used if you do content translation via gettext catalogs.
0.9.0,"Usually you set ""language"" from the command line for these cases."
0.9.0,"There are two options for replacing |today|: either, you set today to some"
0.9.0,"non-false value, then it is used:"
0.9.0,today = ''
0.9.0,"Else, today_fmt is used as the format for a strftime call."
0.9.0,"today_fmt = '%B %d, %Y'"
0.9.0,"List of patterns, relative to source directory, that match files and"
0.9.0,directories to ignore when looking for source files.
0.9.0,This patterns also effect to html_static_path and html_extra_path
0.9.0,The reST default role (used for this markup: `text`) to use for all
0.9.0,documents.
0.9.0,default_role = None
