Version,Commit Message
v3.5.1,!/usr/bin/env python
v3.5.1,!/usr/bin/env python
v3.5.1,!/usr/bin/env python
v3.5.1,!/usr/bin/env python
v3.5.1,!/usr/bin/env python
v3.5.1,!/usr/bin/env python3
v3.5.1,-*- coding: utf-8 -*-
v3.5.1,
v3.5.1,"OpenNMT-py documentation build configuration file, created by"
v3.5.1,sphinx-quickstart on Sun Dec 17 12:07:14 2017.
v3.5.1,
v3.5.1,This file is execfile()d with the current directory set to its
v3.5.1,containing dir.
v3.5.1,
v3.5.1,Note that not all possible configuration values are present in this
v3.5.1,autogenerated file.
v3.5.1,
v3.5.1,All configuration values have a default; values that are commented out
v3.5.1,serve to show the default.
v3.5.1,"If extensions (or modules to document with autodoc) are in another directory,"
v3.5.1,add these directories to sys.path here. If the directory is relative to the
v3.5.1,"documentation root, use os.path.abspath to make it absolute, like shown here."
v3.5.1,
v3.5.1,import os
v3.5.1,import sys
v3.5.1,"sys.path.insert(0, os.path.abspath('.'))"
v3.5.1,-- General configuration ------------------------------------------------
v3.5.1,"If your documentation needs a minimal Sphinx version, state it here."
v3.5.1,
v3.5.1,needs_sphinx = '6.0'
v3.5.1,"Add any Sphinx extension module names here, as strings. They can be"
v3.5.1,extensions coming with Sphinx (named 'sphinx.ext.*') or your custom
v3.5.1,ones.
v3.5.1,Show base classes
v3.5.1,"Use ""variables"" section for Attributes instead of weird block things"
v3.5.1,mimicking the function style.
v3.5.1,"Add any paths that contain templates here, relative to this directory."
v3.5.1,The suffix(es) of source filenames.
v3.5.1,You can specify multiple suffix as a list of string:
v3.5.1,
v3.5.1,"source_suffix = ['.rst', '.md']"
v3.5.1,The master toctree document.
v3.5.1,General information about the project.
v3.5.1,"The version info for the project you're documenting, acts as replacement for"
v3.5.1,"|version| and |release|, also used in various other places throughout the"
v3.5.1,built documents.
v3.5.1,
v3.5.1,The short X.Y version.
v3.5.1,"The full version, including alpha/beta/rc tags."
v3.5.1,The language for content autogenerated by Sphinx. Refer to documentation
v3.5.1,for a list of supported languages.
v3.5.1,
v3.5.1,This is also used if you do content translation via gettext catalogs.
v3.5.1,"Usually you set ""language"" from the command line for these cases."
v3.5.1,"List of patterns, relative to source directory, that match files and"
v3.5.1,directories to ignore when looking for source files.
v3.5.1,This patterns also effect to html_static_path and html_extra_path
v3.5.1,The name of the Pygments (syntax highlighting) style to use.
v3.5.1,"If true, `todo` and `todoList` produce output, else they produce nothing."
v3.5.1,-- Options for HTML output ----------------------------------------------
