Version,Commit Message,SATD
14.14.4,"[`might get better aim`, '#Auxiliary #Verb #Comparative #Noun'],",1
14.14.4,"[`really remind me to buy`, '#Adverb? #Infinitive (me|us) (to|for)', `really remind me to`],",1
14.14.4,"t.equal(doc.not('two').out(), 'one, three. One, four?', '.not() okay') // ❌",1
14.14.4,"t.equal(arr[2], 'with-a-dash', 'third found') //FIXME:hyphens",1
14.14.4,"['john will not be nice', 'john was not nice'],",1
14.14.4,"['john will be not nice', 'john was not nice'],",1
14.14.4,"['john had not been nice', 'john had not been nice'],",1
14.14.4,TODO: missing auxillary,1
14.14.4,"['uglily', 'ugly'],",1
14.14.4,"['this march', [2016, march, 1]], //fixme",1
14.14.4,"['four mondays from now', [2016, march, 22]], //todo: bug",1
14.14.4,todo remove/normalize plural forms,1
14.14.4,add unchacheable matches to each sentence's todo-list,1
14.14.4,return false //TODO: implement,1
14.14.3,"[`might get better aim`, '#Auxiliary #Verb #Comparative #Noun'],",1
14.14.3,"[`really remind me to buy`, '#Adverb? #Infinitive (me|us) (to|for)', `really remind me to`],",1
14.14.3,"t.equal(doc.not('two').out(), 'one, three. One, four?', '.not() okay') // ❌",1
14.14.3,"t.equal(arr[2], 'with-a-dash', 'third found') //FIXME:hyphens",1
14.14.3,"['john will not be nice', 'john was not nice'],",1
14.14.3,"['john will be not nice', 'john was not nice'],",1
14.14.3,"['john had not been nice', 'john had not been nice'],",1
14.14.3,TODO: missing auxillary,1
14.14.3,"['uglily', 'ugly'],",1
14.14.3,"['this march', [2016, march, 1]], //fixme",1
14.14.3,"['four mondays from now', [2016, march, 22]], //todo: bug",1
14.14.3,todo remove/normalize plural forms,1
14.14.3,add unchacheable matches to each sentence's todo-list,1
14.14.3,return false //TODO: implement,1
14.14.2,"`The road signs in this town are confusing.`, //confusing/adjective",1
14.14.2,"[`might get better aim`, '#Auxiliary #Verb #Comparative #Noun'],",1
14.14.2,"[`really remind me to buy`, '#Adverb? #Infinitive (me|us) (to|for)', `really remind me to`],",1
14.14.2,"t.equal(doc.not('two').out(), 'one, three. One, four?', '.not() okay') // ❌",1
14.14.2,"t.equal(arr[2], 'with-a-dash', 'third found') //FIXME:hyphens",1
14.14.2,"['john will not be nice', 'john was not nice'],",1
14.14.2,"['john will be not nice', 'john was not nice'],",1
14.14.2,"['john had not been nice', 'john had not been nice'],",1
14.14.2,TODO: missing auxillary,1
14.14.2,"['uglily', 'ugly'],",1
14.14.2,"['this march', [2016, march, 1]], //fixme",1
14.14.2,"['four mondays from now', [2016, march, 22]], //todo: bug",1
14.14.2,todo remove/normalize plural forms,1
14.14.2,add unchacheable matches to each sentence's todo-list,1
14.14.2,return false //TODO: implement,1
14.14.1,"`The road signs in this town are confusing.`, //confusing/adjective",1
14.14.1,"[`might get better aim`, '#Auxiliary #Verb #Comparative #Noun'],",1
14.14.1,"[`really remind me to buy`, '#Adverb? #Infinitive (me|us) (to|for)', `really remind me to`],",1
14.14.1,"t.equal(doc.not('two').out(), 'one, three. One, four?', '.not() okay') // ❌",1
