Version,Commit Message,SATD
1.9.1,"work around with the error ""RuntimeError: received 0 items of ancdata""",1
1.9.1,"work around with the error ""RuntimeError: received 0 items of ancdata""",1
1.9.1,"misleading, as it incorrectly suggests objects occlude one",1
1.9.1,It would be better to use z_pres to change the opacity of,1
1.9.1,temporary hack to avoid zero-inflation issues,1
1.9.1,XXX currently this whole object is very inefficient,1
1.9.1,TODO revisit this parameterization if torch.distributions.NegativeBinomial changes,1
1.9.1,"If true, `todo` and `todoList` produce output, else they produce nothing.",1
1.9.1,@jpchen's hack to get rtd builder to install latest pytorch,1
1.9.1,XXX currently this whole object is very inefficient,1
1.9.1,"If true, `todo` and `todoList` produce output, else they produce nothing.",1
1.9.1,"TODO: Remove `prec` arg, and move usages to assert_close",1
1.9.1,TODO: Make this available directly in `SVI` if needed.,1
1.9.1,XXX: check_trace=True fails for AutoLaplaceApproximation,1
1.9.1,this is gross but we need to convert between different posterior factorizations,1
1.9.1,TODO speed up with parallel num_particles > 1,1
1.9.1,TODO Decide whether it is worth fixing this failing assertion.,1
1.9.1,FIXME: what is the expected behavior of num_draw is not None and group_by_chain=False?,1
1.9.1,FIXME: this might be not a stable way to compute integral,1
1.9.1,"TODO(fehiepsi): find some condition to make this test stable, so we can compare large value",1
1.9.1,TODO: this is a difference between the two implementations,1
1.9.1,FIXME results in infinite loop in transformeddist_to_funsor.,1
1.9.1,FIXME results in infinite loop in transformeddist_to_funsor.,1
1.9.1,TODO support replayed sites in infer_discrete.,1
1.9.1,TODO support replayed sites in infer_discrete.,1
1.9.1,TODO Is it correct to detach gradients of assignments?,1
1.9.1,Evaluate log likelihoods. TODO make this more pyronic.,1
1.9.1,XXX kernel(times) loads old parameters from param store,1
1.9.1,"This hack seems to be the best option right now, as 'scale' is not handled well by get_scipy_batch_logpdf",1
1.9.1,A bit of a hack since conditioned transforms don't expose .parameters(),1
1.9.1,XXX name is a bit silly,1
1.9.1,WARNING: this is very dangerous. better method?,1
1.9.1,TODO move this into a Leaf implementation somehow,1
1.9.1,TODO factor this out as a stand-alone helper.,1
1.9.1,TODO move this logic into a poutine,1
1.9.1,TODO refine this coarse dependency ordering using time.,1
1.9.1,TODO refine this coarse dependency ordering using time and tensor shapes.,1
