Version,Commit Message,SATD
1.11.1,"TODO once MyST-NB 1.1.1/1.2.0 is out, this can be removed.",1
1.11.1,ignoring this warning declaratively is a pain so do it here,1
1.11.1,TODO: use deprecated decorator instead,1
1.11.1,TODO: replace the following check with lint rule for all funtions eventually,1
1.11.1,TODO: Check for warnings,1
1.11.1,TODO: Make dask compatible,1
1.11.1,"-h raises it, no args doesn’t. Maybe not ideal but meh.",1
1.11.1,TODO: Make it work for sparse-in-dask,1
1.11.1,"This test is flaky for old dask versions, but when `axis=None` it reliably fails",1
1.11.1,"Build files named ""prefix_XXX.xxx"" in a temporary directory.",1
1.11.1,TODO: Generalize test to more plotting types,1
1.11.1,TODO: add other rank_genes_groups plots here once they work,1
1.11.1,TODO: add other rank_genes_groups plots here once they work,1
1.11.1,TODO: Make more generic,1
1.11.1,TODO: raises ValueError about empty distance matrix – investigate,1
1.11.1,"TODO: Generating a dendrogram modifies the object, this should be",1
1.11.1,TODO: add other rank_genes_groups plots here once they work,1
1.11.1,TODO: Add support for sparse-in-dask,1
1.11.1,"TODO: 'matplotlib.pyplot',",1
1.11.1,"TODO (maybe): 'numba',",1
1.11.1,TODO: write a test that costs less resources and is more meaningful,1
1.11.1,TODO: Deprecate components kwarg,1
1.11.1,"This is a bit flaky, so allow some mismatches:",1
1.11.1,"TODO: currently needs skip if louvain isn't installed, do major rework",1
1.11.1,"TODO: This would fail: assert ""log1p"" not in adata.uns, ""ASV bug?""",1
1.11.1,TODO: Report more context on the fields being compared on error,1
1.11.1,TODO: Why these values exactly? Because they are high relative to the datatype?,1
1.11.1,"TODO: implement diffxpy method, make singledispatch",1
1.11.1,TODO: This should be made easier on the anndata side,1
1.11.1,"TODO: These are faster if we can compile them in parallel mode. However,",1
1.11.1,TODO: Figure out a better solution for documenting dispatched functions,1
1.11.1,TODO: use overlapping blocks and reduction instead of `drop_axis`,1
1.11.1,"TODO: At the moment, only works for int identifiers",1
1.11.1,TODO: Loop over all groups instead of just taking one.,1
1.11.1,"Use usual convention, better for looping later.",1
1.11.1,TODO: Allow for sample weighting requires better mask access... later,1
1.11.1,TODO: Subsample,1
1.11.1,"TODO: Potentially (But not till tomorrow), this can be adapted to only consider the AUC in the given",1
1.11.1,TODO: Pass back a truncated adata object with only those genes that fullfill thresholding criterias,1
1.11.1,temporary hack for the broken forest storage,1
1.11.1,TODO Evaluate whether to assign the variable or not,1
1.11.1,hack for overestimating the variance for small groups,1
1.11.1,TODO: Come up with better solution. Mask unexpressed genes?,1
1.11.1,TODO catch the correct exception,1
1.11.1,TODO: more,1
1.11.1,the following is a Python 2 compatibility hack,1
1.11.1,TODO: also replace pale colors if necessary,1
1.11.1,TODO: is that all?,1
1.11.1,This is a quick and dirty way for adapting scales across several,1
1.11.1,TODO: Deprecate components kwarg,1
1.11.1,TODO: Consider deprecating this,1
1.11.1,TODO: Throw helpful error if this doesn't work,1
1.11.1,TODO: Use dimensions here,1
1.11.1,I don't know why this is necessary,1
1.11.1,this is a super-weird hack that is necessary as igraph’s,1
1.11.1,layout function seems to do some strange stuff here,1
1.11.1,TODO use groupby or so instead of materialize_as_ndarray,1
1.11.1,TODO figure out if we should use a numba kernel for this,1
1.11.1,TODO: figure out how to test that this doesn't oversubscribe resources,1
1.11.1,TODO: can/should this be parallelized?,1
1.11.1,TODO: Check what other value could be,1
1.11.1,TODO: are these copies needed?,1
1.11.1,TODO: are these copies needed?,1
1.11.1,"TODO: would ""underdispersion"" with negative theta make sense?",1
1.11.1,"TODO: would ""underdispersion"" with negative theta make sense?",1
1.11.0,"TODO once MyST-NB 1.1.1/1.2.0 is out, this can be removed.",1
1.11.0,ignoring this warning declaratively is a pain so do it here,1
1.11.0,TODO: use deprecated decorator instead,1
1.11.0,TODO: replace the following check with lint rule for all funtions eventually,1
1.11.0,TODO: Check for warnings,1
1.11.0,TODO: Make dask compatible,1
1.11.0,"-h raises it, no args doesn’t. Maybe not ideal but meh.",1
1.11.0,TODO: Make it work for sparse-in-dask,1
1.11.0,"This test is flaky for old dask versions, but when `axis=None` it reliably fails",1
1.11.0,"Build files named ""prefix_XXX.xxx"" in a temporary directory.",1
1.11.0,TODO: Generalize test to more plotting types,1
1.11.0,TODO: add other rank_genes_groups plots here once they work,1
1.11.0,TODO: add other rank_genes_groups plots here once they work,1
1.11.0,TODO: Make more generic,1
1.11.0,TODO: raises ValueError about empty distance matrix – investigate,1
1.11.0,"TODO: Generating a dendrogram modifies the object, this should be",1
1.11.0,TODO: add other rank_genes_groups plots here once they work,1
1.11.0,TODO: Add support for sparse-in-dask,1
1.11.0,"TODO: 'matplotlib.pyplot',",1
1.11.0,"TODO (maybe): 'numba',",1
1.11.0,TODO: write a test that costs less resources and is more meaningful,1
1.11.0,TODO: Deprecate components kwarg,1
1.11.0,"This is a bit flaky, so allow some mismatches:",1
1.11.0,"TODO: currently needs skip if louvain isn't installed, do major rework",1
1.11.0,"TODO: This would fail: assert ""log1p"" not in adata.uns, ""ASV bug?""",1
